CNTRY,admin1,admin2,hitech10,hitech20,pop10,pop20,rate
한국,제주특별자치도,제주시,3314,6296,417539,492466,17.94%
한국,제주특별자치도,서귀포시,474,591,153716,182169,18.51%
홍콩,Hong Kong Island,Central and Western,49274,53076,251519,235953,-6.19%
홍콩,Hong Kong Island,Wan Chai ,22041,27040,152608,166695,9.23%
홍콩,Hong Kong Island,Eastern,15991,20684,588094,529603,-9.95%
홍콩,Hong Kong Island,Southern,1563,3333,278655,263278,-5.52%
홍콩,Kowloon,Yau Tsim Mong,14160,15822,307878,310647,0.90%
홍콩,Kowloon,Sham Shui Po,5969,9079,380855,431090,13.19%
홍콩,Kowloon,Kowloon City,2661,2991,377351,410634,8.82%
홍콩,Kowloon,Wong Tai Sin,1186,2915,420183,406802,-3.18%
홍콩,Kowloon,Kwun Tong,8836,19807,622152,673166,8.20%
홍콩,New Territories,Kwai Tsing,4887,6592,511167,495798,-3.01%
홍콩,New Territories,Tsuen Wan,2875,6424,304637,320094,5.07%
홍콩,New Territories,Tuen Mun,1177,1818,487546,506879,3.97%
홍콩,New Territories,Yuen Long,916,2146,578529,668080,15.48%
홍콩,New Territories,North,1481,2637,304134,309631,1.81%
홍콩,New Territories,Tai Po,1886,1680,296853,316470,6.61%
홍콩,New Territories,Sha Tin,8343,10482,630273,692806,9.92%
홍콩,New Territories,Sai Kung,1116,1141,436627,489037,12.00%
홍콩,New Territories,Islands,435,730,141327,185282,31.10%
대만,Northern Region,New Taipei City,7375,10761,4054467,4365947,7.68%
대만,Northern Region,Taipei City,15541,21435,2655515,2594581,-2.29%
대만,Northern Region,Keelung City,451,568,381809,367264,-3.81%
대만,Northern Region,Hsinchu City,981,1274,476273,499468,4.87%
대만,Northern Region,Yilan County,656,871,426975,433319,1.49%
대만,Northern Region,Taoyuan City,3212,4725,2190342,2441064,11.45%
대만,Northern Region,Hsinchu County,759,1219,522163,633163,21.26%
대만,Central Region,Taichung City,6577,10102,2731056,3033840,11.09%
대만,Central Region,Miaoli County,604,699,530339,521962,-1.58%
대만,Central Region,Changhua County,1436,1731,1226420,1186795,-3.23%
대만,Central Region,Nantou County,584,686,460869,430211,-6.65%
대만,Central Region,Yunlin County,692,811,618581,591111,-4.44%
대만,Southern Region,Tainan City,3135,4148,1840257,1875076,1.89%
대만,Southern Region,Kaohsiung City,5226,6836,2777384,2734275,-1.55%
대만,Southern Region,Chiayi City,737,938,267651,252028,-5.84%
대만,Southern Region,Chiayi County,356,406,492981,464164,-5.85%
대만,Southern Region,Pingtung County,812,925,801012,755047,-5.74%
대만,Southern Region,Penghu County,68,115,86967,81738,-6.01%
대만,Eastern Region,Taitung County,207,299,201039,189452,-5.76%
대만,Eastern Region,Hualien County,441,584,309941,300406,-3.08%
대만,Kinma Region,Kinmen County,64,113,57221,67173,17.39%
대만,Kinma Region,Lienchiang County,6,23,14604,11813,-19.11%
